Id,Predicted
0,54.61097568248399
1,48.784151583366096
2,44.49381652185283
3,56.15631361829935
4,44.939471721428816
5,38.37361808696501
6,54.70733764937408
7,51.11534053459876
8,48.69653611793983
9,47.769373523349856
10,40.67240114300847
11,38.3849065865167
12,34.43650569556913
13,25.011017123229415
14,34.522402042317744
15,43.39656373988728
16,52.247949946012
17,50.33569695347001
18,43.60088174763185
19,60.468468652631756
20,48.283311837166366
21,32.404117549412156
22,51.44619965273773
23,52.47213543043407
24,40.87958213378414
25,42.88191799667262
26,34.919700629280584
27,41.16085896426074
28,51.449057901029676
29,53.00541791032756
30,35.4743894306524
31,52.48326353630658
32,50.088747507906625
33,44.80370273589518
34,42.51070364193806
35,47.24608441796974
36,55.103941709844996
37,53.278668105723796
38,48.1110375026742
39,37.67217930765537
40,38.21964689630095
41,39.82576247254769
42,46.16821390338271
43,32.050171151556825
44,52.00750799153841
45,51.64230557391548
46,45.943464502973356
47,37.29857954425432
48,43.058459769993476
49,52.18381399112316
50,43.3402179028284
51,46.26423321225207
52,30.975263455007997
53,49.58269504387943
54,41.92664630718119
55,43.90312862426504
56,56.294715108698696
57,50.24777090092175
58,32.34688200280992
59,30.889510737490447
60,47.78774231229505
61,38.32177883467937
62,44.04900023832691
63,42.48385985421224
64,50.995882148889066
65,50.77670001329934
66,56.52945612865236
67,49.51788729973204
68,47.6541572077024
69,44.24224460112012
70,42.81534816161108
71,38.48116187676126
72,44.6797530397609
73,41.83348334513229
74,42.499001106349986
75,64.13532620678491
76,58.362206820503175
77,39.779597844274285
78,47.5742526014904
79,56.81837491613252
80,49.89269614826928
81,57.2069121195657
82,41.95347164737099
83,48.81210282081306
84,42.57360893545008
85,31.274477000259843
86,46.76513898547665
87,48.20450273108343
88,45.4941576310099
89,45.59096411874519
90,44.96051772800155
91,48.50587463950578
92,52.65936892930493
93,57.850753912744835
94,53.73938540301107
95,48.08703473354565
96,42.798905795894704
97,39.39457963341218
98,46.407629982206586
99,53.05951025886877
100,46.980073460133234
101,39.96022801163332
102,34.87639126164312
103,41.85611828130143
104,46.95211703838743
105,40.46200553294162
106,48.68095956037662
107,37.911477111808665
108,41.963288161218294
109,49.81571605667783
110,52.27010374066501
111,47.72706108619359
112,45.774783049908436
113,50.2494857639159
114,50.1701989060202
115,50.17376436482504
116,43.25629515526556
117,45.11921017861206
118,40.299939606676915
119,55.30199906650232
120,42.68897227536803
121,49.68167545658845
122,50.22220359012639
123,49.26632471391011
124,49.26193591749375
125,44.88137776957972
126,48.341575349493255
127,64.17179322347549
128,50.14140984686095
129,48.12422940088304
130,45.5881119791391
131,53.4481205166537
132,41.83534807506997
133,36.25251528714839
134,39.52584786802569
135,38.70978241795915
136,51.18296131484574
137,55.673428799452125
138,52.435075907838126
139,46.24480148765372
140,53.56522961786084
141,41.46617302260766
142,32.629288612896964
143,46.262568927461956
144,51.92146902146192
