Id,Predicted
0,55.38438065976317
1,56.862047284212565
2,41.481179351535076
3,62.021384535710034
4,38.09372202759638
5,39.02178123056431
6,55.78143787356619
7,51.106055608081256
8,49.32515223417509
9,44.94074023436549
10,39.39524041509564
11,35.10336632127874
12,20.871034212153017
13,12.569316266384565
14,38.42757483354637
15,39.82992159714876
16,44.931883934534895
17,54.784438602845626
18,43.66970037194305
19,53.058766727627955
20,47.85489040324188
21,28.832932127801747
22,54.543221173541326
23,52.00582330950133
24,33.93744537354862
25,46.98093101030523
26,33.97137443949471
27,45.95097144608047
28,58.79101690212699
29,45.44756265884696
30,29.502441921066918
31,47.137284500456104
32,44.76641443261163
33,49.796232930963804
34,34.67708765484788
35,45.78764345158231
36,67.73417440188032
37,58.967428725727515
38,49.36650995106132
39,36.17718785523068
40,34.90114515749643
41,38.18042971258484
42,45.01824624340241
43,21.719929853280508
44,55.1640008980104
45,65.26700207623226
46,53.414267303325744
47,23.73601248562116
48,39.525817520822095
49,51.05870714953686
50,34.91743458997677
51,41.20643607807268
52,25.869683611996784
53,52.013214460674455
54,48.01246864803904
55,41.41832432415579
56,71.64691390629254
57,48.984886921568844
58,23.60927917257967
59,33.11021578114473
60,48.66937458500981
61,51.43315798731976
62,46.08394024326239
63,37.24725746226922
64,39.27876507859101
65,50.31649694840973
66,52.46637017274675
67,50.024596988745444
68,41.92928631859842
69,48.510653402503834
70,37.950410218495534
71,36.49608619576434
72,52.34671190119994
73,42.01865637463139
74,32.928311504701966
75,67.30836049670653
76,60.97360143528514
77,35.80062330627206
78,50.14228763738926
79,55.69324462884998
80,53.33352161346103
81,57.67240991228037
82,40.95968856076459
83,49.814969332648374
84,46.11909964965893
85,24.56443735210489
86,54.06237856196519
87,55.7610230527136
88,40.341796402001336
89,50.10880328698903
90,41.512435479996526
91,48.60620083227555
92,58.82947501069184
93,57.79499683659954
94,51.65237914961236
95,47.65561408065901
96,42.593830578155
97,42.13140643365463
98,42.094906099378385
99,52.75936063400358
100,32.40855836629659
101,39.108383603789235
102,26.275255070197296
103,36.753199212178394
104,50.59034490696186
105,26.732316083111936
106,51.818575402532645
107,42.677846937969186
108,40.24014422298217
109,43.90030773147132
110,61.37251508938694
111,45.581617463125525
112,55.6930952419077
113,49.39686598517411
114,49.76789033252311
115,46.4270398822665
116,37.83306860200704
117,54.376625408585014
118,41.295325582880544
119,57.653221028105165
120,32.41329912966442
121,51.40980866309206
122,53.18982197567707
123,46.59893530256082
124,41.07777499070858
125,48.26665034706407
126,43.301552177647366
127,73.68223522748755
128,45.50171145140532
129,51.197724264193454
130,33.997813469921184
131,57.09005199960629
132,48.520909117985205
133,27.61009252093035
134,43.67236136440869
135,34.53176545921835
136,49.70096403432987
137,58.638564470245235
138,53.859361908784756
139,47.80656958392914
140,54.54312681379058
141,41.31054639300795
142,26.17024536868879
143,41.37779152628666
144,53.036753362121125
145,24.172510542903744
146,46.82633047335703
147,57.09744325533612
148,52.45934886566925
149,52.08227850025921
150,37.14811860643091
151,29.494383835254204
152,28.60907343971295
153,33.884135053214926
154,50.21129501116074
155,46.637793515028974
156,47.770507427424626
157,43.179764041443875
158,38.69640612336045
159,38.41302088786428
160,30.767671333807538
161,35.13702616426501
162,60.16690063281354
163,37.42653801441446
164,51.662201162456896
165,53.44081186106517
166,36.249380085050305
167,51.409443162272225
168,45.460385126697304
169,34.22984427770501
170,28.31174315659291
171,35.33539592534251
172,52.47639601165021
173,48.55421262723013
174,57.18749005043272
175,58.57352241774471
176,40.33068652495523
177,42.68504032706517
178,35.54810670981341
179,32.420568797616895
180,39.894001280085405
181,39.80851045452648
182,30.720401995893933
183,37.19928192603298
184,49.92359373986879
185,45.58840308491614
186,45.20786370529317
187,43.23917777394957
188,24.934890520969304
189,56.21948474928698
190,31.41597316706571
191,61.294541723765846
192,35.119951396033876
193,41.278584705660066
194,57.00114339391112
195,48.09441943692163
196,38.85571164373973
197,48.12003055976573
198,31.931570528030626
199,50.592549117781296
200,60.67967720187333
201,55.44042588018014
202,56.42785328271808
203,42.254187587394114
204,56.32318655271511
205,58.15254237748536
206,37.582503008925244
207,25.801102469206263
208,38.35986749026715
209,27.333365049479255
210,44.07276819079446
211,59.04076968059596
212,40.355052434759436
213,57.28790518659953
214,43.49407522142009
215,40.90465143122772
216,64.60195044695536
217,44.57692765924085
218,48.92630650321351
219,42.10541080843321
220,53.386378370254334
221,45.119907568425155
222,29.99700439980276
223,34.5971426660152
224,31.837315776050033
225,48.26978481948325
226,34.2934648804364
227,46.489800778248686
228,45.638804334624496
229,46.722265933114585
230,31.15305012031401
231,53.09172963468342
232,44.12886765614283
233,31.0533628006379
234,40.458210699713035
235,39.0479723732954
236,38.44040111791579
237,43.63138440305798
238,44.628747846122195
239,27.043602895861554
240,44.69276264628364
241,33.903301556053684
242,39.23394990630243
243,43.75750411617397
244,42.71584642901771
245,62.22360901469604
246,69.1820081194204
247,48.52319322192858
248,60.68004625184312
249,61.03143252413793
250,56.63140987908499
251,35.087023419642215
252,42.98836240208712
253,51.680061698033825
254,58.39062158518699
255,56.77325510737333
256,40.68585468350996
257,51.09075853305349
258,52.24135403917721
259,44.83280664975833
260,28.392645234305697
261,47.17716765462293
262,50.60741093596446
263,34.25812741398087
264,40.10077000634748
265,47.58434772509403
266,56.70621732388902
267,48.98014745507539
268,55.41374863381647
269,44.12452686676678
270,52.94052041246992
271,48.672081365319634
272,49.16631648687748
273,47.07911609484587
274,47.64621416036334
275,58.23079404152247
276,38.00315797031375
277,48.71674492032179
278,60.63966181922484
279,54.15641697923749
280,63.529056346301985
281,60.94771333723738
282,46.11300063692455
283,36.334107481373465
284,52.10616760926744
285,65.7762487519734
286,20.208774974813473
287,23.631865865551667
288,32.16177691493854
289,38.42600352644193
290,59.24154803119576
291,71.88682702798181
292,42.19006250362679
293,39.75196944700451
294,41.46261414163008
295,59.35460584301319
296,35.788388475020575
297,71.0598780795104
298,60.51900787723477
299,43.946493848459994
300,52.187137639385874
301,41.12215349251956
302,47.540767949983966
303,52.93311595806322
304,41.31639058637798
305,48.5488893180418
306,53.0246658731093
307,53.15845046176439
308,32.422022334978635
309,66.79566636535945
310,53.78487998656847
311,58.844538031402884
312,55.26921681637694
313,41.14915844860528
314,56.39474200936435
315,39.946322528574555
316,36.54780923576458
317,57.74914818615714
318,47.55511175898649
319,33.37627780730308
320,48.52212437463609
321,49.75267416359293
322,46.07182658779103
323,49.45598949747864
324,37.964241467756004
325,34.97372259539868
326,38.40511345494507
327,35.6646613228503
328,36.083174799621084
329,52.44301517203932
330,42.018891341807326
331,48.20717628876485
332,59.548327484872594
333,44.853254347957254
334,55.04405139069772
335,59.301376822944064
336,45.27544774882634
337,41.06093398063945
338,47.01983742024464
339,44.85819909634854
340,30.164681946039444
341,62.230406311834656
342,61.72172821712671
343,52.086735825919526
344,54.82740198551256
345,61.27931909057765
346,46.655517466917225
347,44.74550586487407
348,46.63302822752139
349,61.08247076228156
350,34.53176545921835
351,51.77917437256363
352,51.411034894539306
353,35.00664553525782
354,51.43315798731976
355,37.70816132219821
356,34.11542057078343
357,56.20242793533585
358,55.312631971559746
359,52.96209793728524
360,52.205045101742286
361,34.994471616887466
362,39.50139373433801
363,64.13079947359014
364,55.45149136591928
365,41.006553911683746
366,50.85639964288906
367,56.13138666985633
368,49.39145072220872
369,50.219758199466305
370,25.64378035031206
371,28.529315947489685
372,27.326901613267225
373,57.8495480348498
374,23.78209746515838
375,35.623272903711374
376,39.112294497798075
377,42.61015935443611
378,40.56732866293265
379,34.13257423824584
380,46.78909260624266
381,50.20610659520838
382,50.01941296204138
383,52.18259909169231
384,46.635211371882114
385,54.233475690547536
386,33.99436877031559
387,30.455232022350323
388,31.748721453042272
389,55.271985111040884
390,38.77588015972006
391,48.54420094402952
392,46.43962142867049
393,69.70447886347401
394,53.55593900112121
395,54.896645099945985
396,49.354582584052174
397,39.96524268672446
398,41.84636321025932
399,56.906807873283256
400,50.83204094118308
401,37.975238014980896
402,46.804508644140896
403,54.557798336094486
404,47.15177735024642
405,52.274843989963806
406,41.958960159994284
407,41.30171895737136
408,11.294356590011382
